parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,,mlog10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd163 ,205,poororalhealth_sev,,0.08,0.0453903,4995,1.7574493,7.90E-02,-0.01,0.17,0.05,0.00003418,0,0.40486965,0,0,,1.102372909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zchrdl2 ,294,poororalhealth_sev,,0.08,0.04556376,4997,1.756013,7.90E-02,-0.01,0.17,0.05,0.00003418,0,0.40486965,0,0,,1.102372909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd209 ,212,poororalhealth_sev,,0.08,0.04616922,5009,1.7486236,8.00E-02,-0.01,0.17,0.05,0.00003418,0,0.4099324,0,0,,1.096910013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zada2 ,15,poororalhealth_sev,,0.08,0.0460628,4956,1.7413505,8.20E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.086186148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmzb1 ,939,poororalhealth_sev,,0.08,0.04582041,4986,1.7407698,8.20E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.086186148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfuca1 ,565,poororalhealth_sev,,-0.08,0.04619735,4997,-1.7393448,8.20E-02,-0.17,0.01,0.05,0.00003418,0,0.41139232,0,0,,1.086186148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfcar ,519,poororalhealth_sev,,0.08,0.04645447,4976,1.7381178,8.20E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.086186148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsema3f ,1207,poororalhealth_sev,,0.08,0.04335684,4997,1.7370414,8.20E-02,-0.01,0.16,0.05,0.00003418,0,0.41139232,0,0,,1.086186148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zccl15 ,175,poororalhealth_sev,,0.08,0.04541745,5052,1.7355407,8.30E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.080921908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zzbtb16 ,1462,poororalhealth_sev,,0.08,0.04658334,4886,1.7329192,8.30E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.080921908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmsmb ,929,poororalhealth_sev,,0.07,0.04220318,5002,1.7306566,8.40E-02,-0.01,0.16,0.05,0.00003418,0,0.41139232,0,0,,1.075720714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zca12 ,146,poororalhealth_sev,,0.08,0.04652781,4963,1.730211,8.40E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.075720714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrarres2 ,1147,poororalhealth_sev,,0.07,0.04270611,5002,1.7255223,8.40E-02,-0.01,0.16,0.05,0.00003418,0,0.41139232,0,0,,1.075720714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zhmbs ,650,poororalhealth_sev,,-0.08,0.04594655,5019,-1.7248182,8.50E-02,-0.17,0.01,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zstx8 ,1308,poororalhealth_sev,,0.08,0.04638967,4976,1.7248124,8.50E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlilrb5 ,841,poororalhealth_sev,,0.08,0.04620827,5052,1.7233002,8.50E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdefa1_defa1b ,420,poororalhealth_sev,,0.08,0.04669409,4875,1.7232328,8.50E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcblif ,168,poororalhealth_sev,,0.08,0.04579152,4996,1.7229301,8.50E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpglyrp1 ,1047,poororalhealth_sev,,0.08,0.04595116,5035,1.7216028,8.50E-02,-0.01,0.17,0.05,0.00003418,0,0.41139232,0,0,,1.070581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zclec7a ,310,poororalhealth_sev,,0.08,0.04588399,5036,1.715205,8.60E-02,-0.01,0.17,0.05,0.00003418,0,0.41521604,0,0,,1.065501549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zspint1 ,1282,poororalhealth_sev,,0.08,0.04676895,4965,1.7141561,8.70E-02,-0.01,0.17,0.05,0.00003418,0,0.41521604,0,0,,1.060480747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ziqgap2 ,754,poororalhealth_sev,,0.08,0.04633898,4963,1.7100725,8.70E-02,-0.01,0.17,0.05,0.00003418,0,0.41745691,0,0,,1.060480747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdpp6 ,442,poororalhealth_sev,,-0.08,0.04508833,4963,-1.7035565,8.90E-02,-0.17,0.01,0.05,0.00003418,0,0.41983066,0,0,,1.050609993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, znrp1 ,985,poororalhealth_sev,,0.08,0.0461314,5002,1.7026001,8.90E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.050609993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmrpl46 ,927,poororalhealth_sev,,0.08,0.04742056,4883,1.6994229,8.90E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.050609993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil1rl2 ,725,poororalhealth_sev,,-0.08,0.04601316,4901,-1.6981694,9.00E-02,-0.17,0.01,0.05,0.00003418,0,0.41983066,0,0,,1.045757491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdll1 ,430,poororalhealth_sev,,0.08,0.04521536,5004,1.6976983,9.00E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.045757491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfcrl5 ,528,poororalhealth_sev,,0.08,0.04475268,4978,1.6961732,9.00E-02,-0.01,0.16,0.05,0.00003418,0,0.41983066,0,0,,1.045757491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zikzf2 ,695,poororalhealth_sev,,-0.08,0.04692689,4886,-1.6957959,9.00E-02,-0.17,0.01,0.05,0.00003418,0,0.41983066,0,0,,1.045757491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztimp1 ,1355,poororalhealth_sev,,0.08,0.04550217,4922,1.6931053,9.00E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.045757491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcgref1 ,285,poororalhealth_sev,,0.08,0.0458076,4997,1.691231,9.10E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.040958608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil12b ,701,poororalhealth_sev,,0.08,0.0456269,5036,1.6911605,9.10E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.040958608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zddc ,416,poororalhealth_sev,,-0.08,0.04584534,4996,-1.6903269,9.10E-02,-0.17,0.01,0.05,0.00003418,0,0.41983066,0,0,,1.040958608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbcl2l11 ,119,poororalhealth_sev,,0.08,0.04625194,4976,1.689141,9.10E-02,-0.01,0.17,0.05,0.00003418,0,0.41983066,0,0,,1.040958608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zspon2 ,1286,poororalhealth_sev,,0.08,0.04587583,4988,1.6802654,9.30E-02,-0.01,0.17,0.05,0.00003418,0,0.4260095,0,0,,1.031517051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil17f ,711,poororalhealth_sev,,-0.08,0.04687343,4901,-1.6760729,9.40E-02,-0.17,0.01,0.05,0.00003418,0,0.4260095,0,0,,1.026872146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zca1 ,144,poororalhealth_sev,,-0.08,0.04598152,4896,-1.6749732,9.40E-02,-0.17,0.01,0.05,0.00003418,0,0.4260095,0,0,,1.026872146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfgfbp1 ,539,poororalhealth_sev,,-0.08,0.04608827,5004,-1.6729436,9.40E-02,-0.17,0.01,0.05,0.00003418,0,0.4260095,0,0,,1.026872146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcasp2 ,165,poororalhealth_sev,,0.08,0.04643914,4976,1.6726093,9.40E-02,-0.01,0.17,0.05,0.00003418,0,0.4260095,0,0,,1.026872146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztank ,1319,poororalhealth_sev,,0.08,0.04658344,4901,1.6721486,9.50E-02,-0.01,0.17,0.05,0.00003418,0,0.4260095,0,0,,1.022276395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcrx ,365,poororalhealth_sev,,0.08,0.04715436,4897,1.6717556,9.50E-02,-0.01,0.17,0.05,0.00003418,0,0.4260095,0,0,,1.022276395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbax ,116,poororalhealth_sev,,0.08,0.0472831,4878,1.6666921,9.60E-02,-0.01,0.17,0.05,0.00003418,0,0.42666553,0,0,,1.017728767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbach1 ,110,poororalhealth_sev,,0.08,0.04642878,4976,1.6662484,9.60E-02,-0.01,0.17,0.05,0.00003418,0,0.42666553,0,0,,1.017728767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zclec4d ,306,poororalhealth_sev,,0.08,0.04576768,4976,1.6652527,9.60E-02,-0.01,0.17,0.05,0.00003418,0,0.42666553,0,0,,1.017728767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zblvrb ,126,poororalhealth_sev,,-0.08,0.04607256,4978,-1.6651352,9.60E-02,-0.17,0.01,0.05,0.00003418,0,0.42666553,0,0,,1.017728767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbcan ,118,poororalhealth_sev,,-0.08,0.0454205,4957,-1.6619471,9.70E-02,-0.16,0.01,0.05,0.00003418,0,0.42820062,0,0,,1.013228266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zprelp ,1098,poororalhealth_sev,,0.08,0.04533043,4970,1.6574968,9.70E-02,-0.01,0.16,0.05,0.00003418,0,0.43086534,0,0,,1.013228266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlep ,823,poororalhealth_sev,,0.06,0.034441,4997,1.6553663,9.80E-02,-0.01,0.12,0.05,0.00003418,0,0.43146609,0,0,,1.008773924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zagr3 ,35,poororalhealth_sev,,0.08,0.04551608,4880,1.6506636,9.90E-02,-0.01,0.16,0.05,0.00003418,0,0.43438197,0,0,,1.004364805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zprok1 ,1105,poororalhealth_sev,,0.06,0.03594902,4976,1.6465199,1.00E-01,-0.01,0.13,0.05,0.00003418,0,0.43550188,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdpy30 ,445,poororalhealth_sev,,0.07,0.04500847,5008,1.6465083,1.00E-01,-0.01,0.16,0.05,0.00003418,0,0.43550188,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zctsf ,380,poororalhealth_sev,,-0.07,0.04563447,5004,-1.6425518,1.00E-01,-0.16,0.01,0.05,0.00003418,0,0.43776154,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgas6 ,578,poororalhealth_sev,,0.07,0.04480848,5028,1.638142,1.00E-01,-0.01,0.16,0.05,0.00003418,0,0.44043962,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmsln ,928,poororalhealth_sev,,0.07,0.04572855,4957,1.6295149,1.00E-01,-0.02,0.16,0.05,0.00003418,0,0.44698371,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zspint2 ,1283,poororalhealth_sev,,0.07,0.04602756,4993,1.6256906,1.00E-01,-0.02,0.17,0.05,0.00003418,0,0.44898822,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zntf4 ,992,poororalhealth_sev,,-0.08,0.04686573,4886,-1.6237711,1.00E-01,-0.17,0.02,0.05,0.00003418,0,0.44898822,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmcfd2 ,887,poororalhealth_sev,,0.08,0.04654723,4954,1.6230077,1.00E-01,-0.02,0.17,0.05,0.00003418,0,0.44898822,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztnfrsf13c ,1374,poororalhealth_sev,,0.08,0.04645667,4901,1.6198134,1.10E-01,-0.02,0.17,0.05,0.00003418,0,0.4500277,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zctsz ,386,poororalhealth_sev,,0.07,0.0446192,4982,1.6190078,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.4500277,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zb4galt1 ,108,poororalhealth_sev,,0.07,0.04575553,4993,1.6159831,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.45149343,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zclec1a ,302,poororalhealth_sev,,0.07,0.0463533,4897,1.6138589,1.10E-01,-0.02,0.17,0.05,0.00003418,0,0.45214108,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsema7a ,1210,poororalhealth_sev,,0.07,0.04610926,5040,1.6110909,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.45272725,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zscgb1a1 ,1196,poororalhealth_sev,,-0.07,0.04554822,4976,-1.6103743,1.10E-01,-0.16,0.02,0.05,0.00003418,0,0.45272725,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zclec1b ,303,poororalhealth_sev,,0.07,0.04605814,5039,1.6064135,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.45506757,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrbks ,1150,poororalhealth_sev,,-0.07,0.04511889,4874,-1.5904306,1.10E-01,-0.16,0.02,0.05,0.00003418,0,0.46819017,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zhla_dra ,648,poororalhealth_sev,,0.07,0.04665193,4952,1.5892117,1.10E-01,-0.02,0.17,0.05,0.00003418,0,0.46819017,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrbp2 ,1151,poororalhealth_sev,,0.07,0.04586649,4963,1.5881008,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.46819017,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbcr ,120,poororalhealth_sev,,0.07,0.04627949,4976,1.5860075,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.46882979,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zggt1 ,594,poororalhealth_sev,,0.07,0.04104816,4972,1.5842211,1.10E-01,-0.02,0.15,0.05,0.00003418,0,0.46918376,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd69 ,239,poororalhealth_sev,,0.07,0.04628855,4981,1.5813585,1.10E-01,-0.02,0.16,0.05,0.00003418,0,0.47055532,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlefty2 ,822,poororalhealth_sev,,-0.07,0.04381021,5016,-1.5792191,1.10E-01,-0.16,0.02,0.05,0.00003418,0,0.4712462,0,0,,0.958607315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfap ,515,poororalhealth_sev,,-0.07,0.04507176,5052,-1.5732184,1.20E-01,-0.16,0.02,0.05,0.00003418,0,0.47554803,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zigsf8 ,693,poororalhealth_sev,,0.07,0.04513472,4997,1.5718751,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.47554803,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zhexim1 ,644,poororalhealth_sev,,0.07,0.04608666,4976,1.564266,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd38 ,227,poororalhealth_sev,,0.06,0.03593971,4963,1.5610424,1.20E-01,-0.01,0.13,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdtx3 ,452,poororalhealth_sev,,0.07,0.04281402,4963,1.5596453,1.20E-01,-0.02,0.15,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlama4 ,811,poororalhealth_sev,,0.07,0.04623078,4993,1.5586379,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zeif4g1 ,470,poororalhealth_sev,,0.07,0.04589025,5036,1.5579869,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd300c ,220,poororalhealth_sev,,0.07,0.04573177,5039,1.5572771,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmcam ,886,poororalhealth_sev,,-0.07,0.04464225,4995,-1.5555394,1.20E-01,-0.16,0.02,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zklrb1 ,798,poororalhealth_sev,,0.07,0.04572824,5036,1.5545332,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48146777,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zapom ,80,poororalhealth_sev,,-0.07,0.04619479,4993,-1.5524352,1.20E-01,-0.16,0.02,0.05,0.00003418,0,0.48161688,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zitgb6 ,770,poororalhealth_sev,,-0.07,0.0437894,4901,-1.5516285,1.20E-01,-0.15,0.02,0.05,0.00003418,0,0.48161688,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, znfatc1 ,962,poororalhealth_sev,,0.07,0.04609666,4976,1.5466208,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48435018,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zkirrel2 ,785,poororalhealth_sev,,0.07,0.04651935,4883,1.5442251,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48435018,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zarg1 ,84,poororalhealth_sev,,-0.07,0.04702699,4968,-1.5441914,1.20E-01,-0.16,0.02,0.05,0.00003418,0,0.48435018,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztcl1a ,1327,poororalhealth_sev,,0.07,0.04623303,4949,1.5430932,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48435018,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zvstm1 ,1438,poororalhealth_sev,,0.07,0.04738829,4883,1.5419246,1.20E-01,-0.02,0.17,0.05,0.00003418,0,0.48435018,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdusp3 ,454,poororalhealth_sev,,-0.07,0.0474239,4883,-1.5385846,1.20E-01,-0.17,0.02,0.05,0.00003418,0,0.4849752,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zvps53 ,1435,poororalhealth_sev,,0.07,0.04642498,4963,1.5385472,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.4849752,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbag3 ,111,poororalhealth_sev,,0.07,0.04591204,4950,1.5354703,1.20E-01,-0.02,0.16,0.05,0.00003418,0,0.48662214,0,0,,0.920818754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, znptx1 ,981,poororalhealth_sev,,-0.07,0.04531287,4978,-1.5314013,1.30E-01,-0.16,0.02,0.05,0.00003418,0,0.48801123,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zaoc3 ,75,poororalhealth_sev,,-0.07,0.04462093,4995,-1.5313127,1.30E-01,-0.16,0.02,0.05,0.00003418,0,0.48801123,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zceacam1 ,267,poororalhealth_sev,,-0.07,0.04622802,4987,-1.5277562,1.30E-01,-0.16,0.02,0.05,0.00003418,0,0.49013013,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlcn2 ,820,poororalhealth_sev,,0.07,0.04637038,4828,1.5261169,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.49041871,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmmp1 ,913,poororalhealth_sev,,0.07,0.04707749,4827,1.5161811,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.49863608,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcomp ,336,poororalhealth_sev,,0.07,0.04440871,4926,1.5145299,1.30E-01,-0.02,0.15,0.05,0.00003418,0,0.49863608,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcdkn1a ,262,poororalhealth_sev,,0.07,0.0458049,4963,1.5135743,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.49863608,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zjun ,777,poororalhealth_sev,,0.07,0.04693517,4901,1.5103456,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.50047488,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpi3 ,1049,poororalhealth_sev,,0.07,0.04420862,4922,1.5063871,1.30E-01,-0.02,0.15,0.05,0.00003418,0,0.50302817,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zacp6 ,9,poororalhealth_sev,,0.07,0.04633752,5016,1.504386,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.50367091,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmpig6b ,925,poororalhealth_sev,,0.07,0.04654513,4986,1.4984865,1.30E-01,-0.02,0.16,0.05,0.00003418,0,0.50727833,0,0,,0.886056648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
